X,CH1,CH2,
Second,Volt,Volt,
1.16900e-04,5.00e+00,5.20e+00,
1.17000e-04,5.00e+00,5.20e+00,
1.17100e-04,4.80e+00,5.00e+00,
1.17200e-04,4.80e+00,5.00e+00,
1.17300e-04,4.80e+00,5.00e+00,
1.17400e-04,4.80e+00,5.00e+00,
1.17500e-04,4.80e+00,5.00e+00,
1.17600e-04,4.80e+00,5.20e+00,
1.17700e-04,4.80e+00,5.20e+00,
1.17800e-04,4.80e+00,2.80e+00,
1.17900e-04,4.80e+00,4.00e-01,
1.18000e-04,4.80e+00,4.00e-01,
1.18100e-04,4.80e+00,2.00e-01,
1.18200e-04,4.80e+00,4.00e-01,
1.18300e-04,4.80e+00,4.00e-01,
1.18400e-04,4.80e+00,4.00e-01,
1.18500e-04,4.80e+00,2.00e-01,
1.18600e-04,4.80e+00,2.00e-01,
1.18700e-04,4.80e+00,2.00e-01,
1.18800e-04,4.80e+00,2.00e-01,
1.18900e-04,4.80e+00,2.00e-01,
1.19000e-04,4.80e+00,4.00e-01,
1.19100e-04,4.80e+00,4.00e-01,
1.19200e-04,4.80e+00,4.00e-01,
1.19300e-04,4.80e+00,4.00e-01,
1.19400e-04,4.80e+00,4.00e-01,
1.19500e-04,4.80e+00,4.00e-01,
1.19600e-04,4.80e+00,4.00e-01,
1.19700e-04,4.80e+00,4.00e-01,
1.19800e-04,4.80e+00,4.00e-01,
1.19900e-04,4.80e+00,4.00e-01,
1.20000e-04,4.80e+00,4.00e-01,
1.20100e-04,4.80e+00,4.00e-01,
1.20200e-04,5.00e+00,4.00e-01,
1.20300e-04,5.00e+00,4.00e-01,
1.20400e-04,5.00e+00,4.00e-01,
1.20500e-04,5.00e+00,4.00e-01,
1.20600e-04,5.00e+00,4.00e-01,
1.20700e-04,5.00e+00,4.00e-01,
1.20800e-04,5.00e+00,4.00e-01,
1.20900e-04,4.80e+00,2.00e-01,
1.21000e-04,5.00e+00,4.00e-01,
1.21100e-04,5.00e+00,4.00e-01,
1.21200e-04,5.00e+00,4.00e-01,
