X,CH1,CH2,
Second,Volt,Volt,
-4.08600e-04,0.00e+00,-7.99e-02,
-4.06600e-04,0.00e+00,-7.99e-02,
-4.04600e-04,-2.00e-01,5.20e+00,
-4.02600e-04,2.00e-01,4.88e+00,
-4.00600e-04,-2.00e-01,5.52e+00,
-3.98600e-04,0.00e+00,5.04e+00,
-3.96600e-04,-2.00e-01,1.60e-01,
-3.94600e-04,0.00e+00,7.99e-02,
-3.92600e-04,-4.00e-01,4.80e-01,
-3.90600e-04,0.00e+00,2.40e-01,
-3.88600e-04,-2.00e-01,5.04e+00,
-3.86600e-04,-2.00e-01,4.88e+00,
-3.84600e-04,2.00e-01,5.20e+00,
-3.82600e-04,-2.00e-01,4.88e+00,
-3.80600e-04,0.00e+00,1.60e-01,
-3.78600e-04,-2.00e-01,-5.60e-01,
-3.76600e-04,4.60e+00,5.20e+00,
-3.74600e-04,0.00e+00,4.88e+00,
-3.72600e-04,-2.00e-01,5.20e+00,
-3.70600e-04,-2.00e-01,5.04e+00,
-3.68600e-04,2.00e-01,7.99e-02,
-3.66600e-04,-2.00e-01,2.40e-01,
-3.64600e-04,0.00e+00,-1.60e-01,
-3.62600e-04,-2.00e-01,2.40e-01,
-3.60600e-04,2.00e-01,5.12e+00,
-3.58600e-04,-2.00e-01,4.88e+00,
-3.56600e-04,0.00e+00,5.12e+00,
-3.54600e-04,0.00e+00,4.96e+00,
-3.52600e-04,-2.00e-01,1.60e-01,
-3.50600e-04,-2.00e-01,2.40e-01,
-3.48600e-04,0.00e+00,-1.60e-01,
-3.46600e-04,-2.00e-01,4.88e+00,
-3.44600e-04,0.00e+00,5.20e+00,
-3.42600e-04,-2.00e-01,5.20e+00,
-3.40600e-04,4.60e+00,0.00e+00,
-3.38600e-04,4.60e+00,2.40e-01,
-3.36600e-04,-2.00e-01,1.60e-01,
-3.34600e-04,0.00e+00,2.40e-01,
-3.32600e-04,-2.00e-01,5.20e+00,
-3.30600e-04,0.00e+00,4.88e+00,
-3.28600e-04,-6.00e-01,5.60e+00,
-3.26600e-04,-2.00e-01,4.96e+00,
-3.24600e-04,4.60e+00,1.60e-01,
-3.22600e-04,0.00e+00,7.99e-02,
-3.20600e-04,-2.00e-01,4.80e-01,
-3.18600e-04,-2.00e-01,5.20e+00,
-3.16600e-04,2.00e-01,4.96e+00,
-3.14600e-04,-2.00e-01,5.12e+00,
-3.12600e-04,0.00e+00,1.60e-01,
-3.10600e-04,0.00e+00,1.60e-01,
-3.08600e-04,-2.00e-01,5.60e-01,
-3.06600e-04,-2.00e-01,2.40e-01,
-3.04600e-04,0.00e+00,5.04e+00,
-3.02600e-04,0.00e+00,4.88e+00,
-3.00600e-04,-2.00e-01,5.12e+00,
-2.98600e-04,-2.00e-01,4.96e+00,
-2.96600e-04,2.00e-01,1.60e-01,
-2.94600e-04,0.00e+00,2.40e-01,
-2.92600e-04,-2.00e-01,5.60e-01,
